DATE,TIME,PICK UP ADDRESS
08-10-2014,1:27:00 AM," 214 Saint Anns Ave Mott Haven, BX"
08-10-2014,1:27:00 AM," 1161 Castle Hill Ave Parkchester, BX"
08-10-2014,1:29:00 AM," 1020 Trinity Ave Morrisania, BX"
08-10-2014,1:30:00 AM," 1165 Fulton Ave Morrisania, BX"
08-10-2014,1:30:00 AM," 579 Fox St South Bronx, BX"
08-10-2014,1:30:00 AM," 887 Hunts Point Ave Hunts Point, BX"
08-10-2014,1:31:00 AM," 436 E 149th St South Bronx, BX"
08-10-2014,1:34:00 AM," 520 E 144th St Mott Haven, BX"
08-10-2014,1:34:00 AM," 504 Brook Ave South Bronx, BX\"
08-10-2014,1:35:00 AM," 515 E 143rd St Mott Haven, BX"
08-10-2014,1:36:00 AM," 871 E 179th St Westfarms, BX"
08-10-2014,1:36:00 AM," 1132 Clay Ave Morrisania, BX"
08-10-2014,1:36:00 AM," 164 Saint Anns Ave Mott Haven, BX"
08-10-2014,1:37:00 AM," 625 E 141st St Mott Haven, BX"
08-10-2014,1:37:00 AM," 345 Cypress Ave Mott Haven, BX"
08-10-2014,1:38:00 AM," 600 Timpson Pl South Bronx, BX"
08-10-2014,1:38:00 AM," 315 E 143rd St Cortlandt, BX"
08-10-2014,1:40:00 AM," 1304 Rev James A Polite Ave Foxhurst, BX"
08-10-2014,1:42:00 AM," 511 E 146th St South Bronx, BX"
08-10-2014,1:43:00 AM," 1175 Fulton Ave Morrisania, BX"
08-10-2014,1:43:00 AM," 1175 Fulton Ave Morrisania, BX"
08-10-2014,1:43:00 AM, 225 W 121 St NYC
08-10-2014,1:44:00 AM," 620 Trinity Ave South Bronx, BX"
08-10-2014,1:44:00 AM," 80 Bruckner Blvd Mott Haven, BX"
08-10-2014,1:46:00 AM," 485 Jackson Ave South Bronx, BX"
08-10-2014,1:46:00 AM," 416 E 137th St Mott Haven, BX"
08-10-2014,1:46:00 AM," 488 E 164th St Morrisania, BX"
08-10-2014,1:47:00 AM," 509 E 144th St Mott Haven, BX"
08-10-2014,1:49:00 AM," 440 Jackson Ave South Bronx, BX"
08-10-2014,1:49:00 AM," 615 Grand Concourse Cortlandt, BX"
08-10-2014,1:51:00 AM," 340 Beekman Ave Mott Haven, BX"
08-10-2014,1:52:00 AM," 683 E 140th St Mott Haven, BX"
08-10-2014,1:53:00 AM," 340 Alexander Ave Mott Haven, BX"
08-10-2014,1:55:00 AM," 720 Saint Marys St Mott Haven, BX"
08-10-2014,1:56:00 AM," 340 Alexander Ave Mott Haven, BX"
08-10-2014,1:56:00 AM," 600 Timpson Pl South Bronx, BX"
08-10-2014,1:56:00 AM," 1304 Rev James A Polite Ave Foxhurst, BX"
08-10-2014,1:57:00 AM," 835 Trinity Ave Morrisania, BX"
08-10-2014,1:58:00 AM," 1175 Fulton Ave Morrisania, BX"
08-10-2014,1:59:00 AM," 509 E 144th St Mott Haven, BX"
08-10-2014,1:59:00 AM," 442 E 143rd St Mott Haven, BX"
08-10-2014,1:59:00 AM," 80 Bruckner Blvd Mott Haven, BX"
08-10-2014,2:03:00 AM," 483 Brook Ave South Bronx, BX"
08-10-2014,2:05:00 AM," 770 E 166th St Morrisania, BX"
08-10-2014,2:06:00 AM, 225 W 121 St NYC
08-10-2014,2:07:00 AM," 440 Jackson Ave South Bronx, BX"
08-10-2014,2:07:00 AM," 440 Jackson Ave South Bronx, BX"
08-10-2014,2:07:00 AM," 643 Wales Ave South Bronx, BX"
08-10-2014,2:08:00 AM," 465 E 140th St Mott Haven, BX"
08-10-2014,2:10:00 AM," 959 E 156th St South Bronx, BX"
08-10-2014,2:10:00 AM," 545 E 145th St Mott Haven, BX"
08-10-2014,2:11:00 AM," 557 E 148th St South Bronx, BX"
08-10-2014,2:13:00 AM," 576 Timpson Pl South Bronx, BX"
08-10-2014,2:16:00 AM," 960 Tinton Ave Morrisania, BX"
08-10-2014,2:18:00 AM," 340 Beekman Ave Mott Haven, BX"
08-10-2014,2:18:00 AM," 720 Saint Marys St Mott Haven, BX"
08-10-2014,2:18:00 AM," 595 Jackson Ave South Bronx, BX"
08-10-2014,2:23:00 AM," 169 Cypress Ave Mott Haven, BX"
08-10-2014,2:23:00 AM," 333 E 138th St Mott Haven, BX"
08-10-2014,2:23:00 AM," 837 Courtlandt Ave Cortlandt, BX"
08-10-2014,2:23:00 AM," 440 E 137th St Mott Haven, BX"
08-10-2014,2:24:00 AM," 510 E 156th St South Bronx, BX"
08-10-2014,2:25:00 AM," 328 Beekman Ave Mott Haven, BX"
08-10-2014,2:29:00 AM," 599 Morris Ave Cortlandt, BX"
08-10-2014,2:29:00 AM," 586 E 161st St Morrisania, BX"
08-10-2014,2:30:00 AM," 911 E 227th St Wakefield, BX"
08-10-2014,2:30:00 AM," 2615 3rd Ave Cortlandt, BX"
08-10-2014,2:37:00 AM," 495 E 158th St Cortlandt, BX"
08-10-2014,2:37:00 AM," 380 E 143rd St Mott Haven, BX"
08-10-2014,2:38:00 AM," 547 E 148th St South Bronx, BX"
08-10-2014,2:38:00 AM," 395 Jackson Ave South Bronx, BX"
08-10-2014,2:39:00 AM," 1691 E 174th St Soundview, BX"
08-10-2014,2:39:00 AM," 592 Oak Ter Mott Haven, BX"
08-10-2014,2:40:00 AM," 347 Concord Ave South Bronx, BX"
08-10-2014,2:40:00 AM," 1821 Prospect Ave Tremont, BX"
08-10-2014,2:41:00 AM," 352 E 137th St Mott Haven, BX"
08-10-2014,2:42:00 AM," 905 Tinton Ave Morrisania, BX"
08-10-2014,2:43:00 AM," 288 E 151st St Cortlandt, BX"
08-10-2014,2:43:00 AM, 214 W 140 St NYC
08-10-2014,2:47:00 AM," 674 E 149th St South Bronx, BX"
08-10-2014,2:48:00 AM," 576 Saint Marys St Mott Haven, BX"
08-10-2014,2:48:00 AM," 506 Tinton Ave South Bronx, BX"
08-10-2014,2:48:00 AM," 957 Woodycrest Ave High Bridge, BX"
08-10-2014,2:48:00 AM," 175 Alexander Ave Mott Haven, BX"
08-10-2014,2:49:00 AM," 432 Castle Hill Ave Clason Point, BX"
08-10-2014,2:49:00 AM," 770 E 166th St Morrisania, BX"
08-10-2014,2:51:00 AM," 442 Jackson Ave South Bronx, BX"
08-10-2014,2:51:00 AM," 464 E 134th St Mott Haven, BX"
08-10-2014,2:52:00 AM, 214 W 140 St NYC
08-10-2014,2:53:00 AM," 958 E 156th St South Bronx, BX"
08-10-2014,2:57:00 AM," 353 E 141st St Mott Haven, BX"
08-10-2014,2:58:00 AM," 353 E 141st St Mott Haven, BX"
08-10-2014,2:58:00 AM," 600 Timpson Pl South Bronx, BX"
08-10-2014,3:00:00 AM," 370 Brook Ave Mott Haven, BX"
08-10-2014,3:00:00 AM," 593 Oak Ter Mott Haven, BX"
08-10-2014,3:00:00 AM," 285 E 156th St Cortlandt, BX"
08-10-2014,3:01:00 AM," 449 E 145th St Mott Haven, BX"
08-10-2014,3:02:00 AM," 958 E 156th St South Bronx, BX"
08-10-2014,3:04:00 AM," 525 E 146th St South Bronx, BX"
08-10-2014,3:04:00 AM," 601 E 156th St South Bronx, BX"
08-10-2014,3:07:00 AM," 958 E 156th St South Bronx, BX"
08-10-2014,3:08:00 AM," 353 E 141st St Mott Haven, BX"
08-10-2014,3:10:00 AM," 600 Timpson Pl South Bronx, BX"
08-10-2014,3:11:00 AM," 576 E 139th St Mott Haven, BX"
08-10-2014,3:11:00 AM," 388 E 141st St Mott Haven, BX"
08-10-2014,3:11:00 AM," 601 E 156th St South Bronx, BX"
08-10-2014,3:12:00 AM," 593 E 141st St Mott Haven, BX"
08-10-2014,3:12:00 AM," 331 E 146th St Cortlandt, BX"
08-10-2014,3:16:00 AM," 597 E 138th St Mott Haven, BX"
08-10-2014,3:16:00 AM," 301 E 156th St Cortlandt, BX"
08-10-2014,3:18:00 AM," 380 E 143rd St Mott Haven, BX"
08-10-2014,3:18:00 AM," 775 Eagle Ave Morrisania, BX"
08-10-2014,3:19:00 AM," 625 E 141st St Mott Haven, BX"
08-10-2014,3:19:00 AM," 428 E 141st St Mott Haven, BX"
08-10-2014,3:20:00 AM," 815 E 168th St Foxhurst, BX"
08-10-2014,3:22:00 AM," 14 Bruckner Blvd Mott Haven, BX"
08-10-2014,3:23:00 AM," 360 E 137th St Mott Haven, BX"
08-10-2014,3:24:00 AM," 475 Willis Ave South Bronx, BX"
08-10-2014,3:24:00 AM," 143 Lincoln Ave Mott Haven, BX"
08-10-2014,3:25:00 AM," 815 E 152nd St South Bronx, BX"
08-10-2014,3:25:00 AM," 350 E 143rd St Mott Haven, BX"
08-10-2014,3:28:00 AM," 353 E 141st St Mott Haven, BX"
08-10-2014,3:29:00 AM," 350 E 143rd St Mott Haven, BX"
08-10-2014,3:30:00 AM," 350 Saint Anns Ave Mott Haven, BX"
08-10-2014,3:30:00 AM," 592 Oak Ter Mott Haven, BX"
08-10-2014,3:34:00 AM," 714 E 134th St Mott Haven, BX"
08-10-2014,3:34:00 AM," 2397 Grand Ave Jerome, BX"
08-10-2014,3:35:00 AM," 2000 Valentine Ave Tremont, BX"
08-10-2014,3:39:00 AM," 729 Eagle Ave South Bronx, BX"
08-10-2014,3:42:00 AM," 340 Alexander Ave Mott Haven, BX"
08-10-2014,3:42:00 AM," 615 Courtlandt Ave Cortlandt, BX"
08-10-2014,3:43:00 AM," 214 Willis Ave Mott Haven, BX"
08-10-2014,3:45:00 AM," 645 Westchester Ave South Bronx, BX"
08-10-2014,3:46:00 AM," 501 E 161st St Cortlandt, BX"
08-10-2014,3:46:00 AM," 666 E 141st St Mott Haven, BX"
08-10-2014,3:47:00 AM," 1034 Faile St Foxhurst, BX"
08-10-2014,3:48:00 AM," 214 Willis Ave Mott Haven, BX"
08-10-2014,3:48:00 AM," 595 Jackson Ave South Bronx, BX"
08-10-2014,3:49:00 AM," 388 E 141st St Mott Haven, BX"
08-10-2014,3:49:00 AM," 443 Saint Anns Ave South Bronx, BX"
08-10-2014,3:51:00 AM," 905 Eagle Ave Morrisania, BX"
08-10-2014,3:52:00 AM," 652 Southern Blvd South Bronx, BX"
08-10-2014,3:54:00 AM,"  E 148th St Cortlandt, BX"
08-10-2014,3:54:00 AM,"  E 148th St Cortlandt, BX"
08-10-2014,3:55:00 AM," 515 Courtlandt Ave Cortlandt, BX"
08-10-2014,4:00:00 AM," 501 E 161st St Cortlandt, BX"
08-10-2014,4:02:00 AM," 700 Brook Ave South Bronx, BX"
08-10-2014,4:04:00 AM," 600 Timpson Pl South Bronx, BX"
08-10-2014,4:08:00 AM," 383 E 141st St Mott Haven, BX"
08-10-2014,4:08:00 AM," 846 E 156th St South Bronx, BX"
08-10-2014,4:12:00 AM," 140 Carver Lp Co-Op City, BX"
08-10-2014,4:12:00 AM," 452 E 148th St South Bronx, BX"
08-10-2014,4:13:00 AM," 320 E 156th St Cortlandt, BX"
08-10-2014,4:13:00 AM," 621 Melrose Ave South Bronx, BX"
08-10-2014,4:17:00 AM," 2139 Glebe Ave Parkchester, BX"
08-10-2014,4:18:00 AM," 390 Jackson Ave South Bronx, BX"
08-10-2014,4:19:00 AM," 352 Beekman Ave Mott Haven, BX"
08-10-2014,4:20:00 AM," 595 Trinity Ave South Bronx, BX"
08-10-2014,4:21:00 AM, 230 W 143 St NYC
08-10-2014,4:24:00 AM," 353 E 141st St Mott Haven, BX"
08-10-2014,4:24:00 AM," 525 Jackson Ave South Bronx, BX"
08-10-2014,4:27:00 AM," 441 E 136th St Mott Haven, BX"
08-10-2014,4:27:00 AM," 140 Carver Lp Co-Op City, BX"
08-10-2014,4:28:00 AM," 667 Casanova St Hunts Point, BX"
08-10-2014,4:29:00 AM," 815 E 152nd St South Bronx, BX"
08-10-2014,4:30:00 AM," 352 Beekman Ave Mott Haven, BX"
08-10-2014,4:32:00 AM, 230 W 143 St NYC
08-10-2014,4:34:00 AM," 452 E 148th St South Bronx, BX"
08-10-2014,4:35:00 AM," 481 E 140th St Mott Haven, BX"
08-10-2014,4:35:00 AM," 342 Brook Ave Mott Haven, BX"
08-10-2014,4:36:00 AM,"  E 148th St Cortlandt, BX"
08-10-2014,4:36:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,4:38:00 AM," 521 E 145th St Mott Haven, BX"
08-10-2014,4:38:00 AM," 597 E 139th St Mott Haven, BX"
08-10-2014,4:42:00 AM," 535 E 142nd St Mott Haven, BX"
08-10-2014,4:42:00 AM," 388 E 141st St Mott Haven, BX"
08-10-2014,4:42:00 AM," 351 E 152nd St Cortlandt, BX"
08-10-2014,4:42:00 AM," 600 E 137th St Mott Haven, BX"
08-10-2014,4:43:00 AM," 1815 Story Ave Clason Point, BX"
08-10-2014,4:45:00 AM," 374 E 155th St South Bronx, BX"
08-10-2014,4:46:00 AM," 388 E 141st St Mott Haven, BX"
08-10-2014,4:46:00 AM," 495 E 158th St Cortlandt, BX"
08-10-2014,4:47:00 AM," 820 Saint Anns Ave Morrisania, BX"
08-10-2014,4:50:00 AM," 1435 Harrod Ave Soundview, BX"
08-10-2014,4:50:00 AM," 600 Trinity Ave South Bronx, BX"
08-10-2014,4:51:00 AM," 388 E 141st St Mott Haven, BX"
08-10-2014,4:53:00 AM," 374 E 155th St South Bronx, BX"
08-10-2014,4:53:00 AM," 480 Concord Ave South Bronx, BX"
08-10-2014,4:55:00 AM," 350 E 143rd St Mott Haven, BX"
08-10-2014,5:00:00 AM, 554 East 149th St Bronx
08-10-2014,5:01:00 AM," 804 E 178th St Westfarms, BX"
08-10-2014,5:03:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,5:04:00 AM," 524 Brook Ave South Bronx, BX"
08-10-2014,5:05:00 AM," 866 E 165th St Foxhurst, BX"
08-10-2014,5:06:00 AM," 331 E 132nd St Mott Haven, BX"
08-10-2014,5:10:00 AM," 480 Concord Ave South Bronx, BX"
08-10-2014,5:14:00 AM," 331 E 146th St Cortlandt, BX"
08-10-2014,5:19:00 AM," 289 E 149th St Cortlandt, BX"
08-10-2014,5:22:00 AM," 941 Faile St Foxhurst, BX"
08-10-2014,5:23:00 AM," 480 Concord Ave South Bronx, BX"
08-10-2014,5:24:00 AM," 595 Jackson Ave South Bronx, BX"
08-10-2014,5:30:00 AM," 535 E 142nd St Mott Haven, BX"
08-10-2014,5:30:00 AM," 400 Brook Ave Mott Haven, BX"
08-10-2014,5:31:00 AM," 452 E 148th St South Bronx, BX"
08-10-2014,5:31:00 AM," 452 E 148th St South Bronx, BX"
08-10-2014,5:31:00 AM," 1339 Prospect Ave Foxhurst, BX"
08-10-2014,5:31:00 AM," 404 E 158th St Cortlandt, BX"
08-10-2014,5:32:00 AM," 753 E 151st St South Bronx, BX"
08-10-2014,5:33:00 AM," 753 E 151st St South Bronx, BX"
08-10-2014,5:34:00 AM," 163 W 161st St High Bridge, BX"
08-10-2014,5:35:00 AM," 678 Saint Anns Ave South Bronx, BX"
08-10-2014,5:35:00 AM," 778 Union Ave South Bronx, BX"
08-10-2014,5:36:00 AM," 346 Powers Ave Mott Haven, BX"
08-10-2014,5:39:00 AM," 370 E 153rd St South Bronx, BX"
08-10-2014,5:39:00 AM," 217 Alexander Ave Mott Haven, BX"
08-10-2014,5:40:00 AM," 959 E 156th St South Bronx, BX"
08-10-2014,5:40:00 AM," 581 Jackson Ave South Bronx, BX"
08-10-2014,5:45:00 AM," 674 E 149th St South Bronx, BX"
08-10-2014,5:45:00 AM," 630 Concord Ave South Bronx, BX"
08-10-2014,5:45:00 AM," 505 E 144th St Mott Haven, BX"
08-10-2014,5:46:00 AM," 328 E 145th St Cortlandt, BX"
08-10-2014,5:48:00 AM," 440 E 148th St South Bronx, BX"
08-10-2014,5:48:00 AM," 340 Beekman Ave Mott Haven, BX"
08-10-2014,5:51:00 AM," 217 Alexander Ave Mott Haven, BX"
08-10-2014,5:52:00 AM," 800 Saint Anns Ave Morrisania, BX"
08-10-2014,5:54:00 AM," 535 Wales Ave South Bronx, BX"
08-10-2014,5:57:00 AM," 180 Brook Ave Mott Haven, BX"
08-10-2014,5:57:00 AM," 370 E 153rd St South Bronx, BX"
08-10-2014,5:58:00 AM," 777 Forest Ave Morrisania, BX"
08-10-2014,5:58:00 AM," 441 E 140th St Mott Haven, BX."
08-10-2014,6:00:00 AM," 175 Alexander Ave Mott Haven, BX"
08-10-2014,6:00:00 AM," 515 Courtlandt Ave Cortlandt, BX"
08-10-2014,6:00:00 AM," 605 E 138th St Mott Haven, BX"
08-10-2014,6:03:00 AM," 304 E 139th St Mott Haven, BX"
08-10-2014,6:03:00 AM," 495 Courtlandt Ave Cortlandt, BX"
08-10-2014,6:03:00 AM," 435 E 143rd St Mott Haven, BX."
08-10-2014,6:03:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,6:11:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,6:12:00 AM," 435 E 143rd St Mott Haven, BX."
08-10-2014,6:12:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,6:13:00 AM," 605 E 138th St Mott Haven, BX"
08-10-2014,6:18:00 AM," 507 E 140th St Mott Haven, BX"
08-10-2014,6:21:00 AM," 604 Oak Ter Mott Haven, BX"
08-10-2014,6:23:00 AM," 2690 3rd Ave Cortlandt, BX"
08-10-2014,6:23:00 AM," 2146 Bruckner Blvd Soundview, BX"
08-10-2014,6:24:00 AM," 303 E 135th St Mott Haven, BX"
08-10-2014,6:25:00 AM," 315 E 143rd St Cortlandt, BX"
08-10-2014,6:27:00 AM," 700 E 141st St Mott Haven, BX"
08-10-2014,6:31:00 AM," 353 Cypress Ave Mott Haven, BX"
08-10-2014,6:34:00 AM," 905 Eagle Ave Morrisania, BX"
08-10-2014,6:36:00 AM," 169 Cypress Ave Mott Haven, BX"
08-10-2014,6:36:00 AM,"credit card 844 Eagle Ave Morrisania, BX"
08-10-2014,6:39:00 AM," 455 Jackson Ave South Bronx, BX"
08-10-2014,6:40:00 AM," 578 E 141st St Mott Haven, BX"
08-10-2014,6:41:00 AM,"MCDONALDS  E Tremont Ave Throgs Neck, BX"
08-10-2014,6:41:00 AM," 327 E 158th St Cortlandt, BX"
08-10-2014,6:41:00 AM," 328 E 145th St Cortlandt, BX"
08-10-2014,6:43:00 AM," 605 E 138th St Mott Haven, BX"
08-10-2014,6:44:00 AM," 283 Cypress Ave Mott Haven, BX"
08-10-2014,6:46:00 AM," 820 Saint Anns Ave Morrisania, BX"
08-10-2014,6:46:00 AM," 318 E 151st St Cortlandt, BX"
08-10-2014,6:55:00 AM," 545 E 145th St Mott Haven, BX"
08-10-2014,6:55:00 AM," 605 E 138th St Mott Haven, BX"
08-10-2014,6:55:00 AM," 546 E 138th St Mott Haven, BX"
08-10-2014,7:01:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,7:01:00 AM," 546 E 145th St Mott Haven, BX"
08-10-2014,7:05:00 AM," 507 E 140th St Mott Haven, BX"
08-10-2014,7:09:00 AM," 600 E 141st St Mott Haven, BX"
08-10-2014,7:10:00 AM," 786 E 149th St South Bronx, BX"
08-10-2014,7:11:00 AM," 800 Saint Anns Ave Morrisania, BX"
08-10-2014,7:11:00 AM," 905 Eagle Ave Morrisania, BX"
08-10-2014,7:14:00 AM," 520 E 142nd St Mott Haven, BX"
08-10-2014,7:15:00 AM," 626 Trinity Ave South Bronx, BX"
08-10-2014,7:15:00 AM," 610 Trinity Ave South Bronx, BX"
08-10-2014,7:17:00 AM," 628 E 141st St Mott Haven, BX"
08-10-2014,7:20:00 AM," 874 E 139th St Mott Haven, BX"
08-10-2014,7:22:00 AM,"MINI VAN 593 E 141st St Mott Haven, BX"
08-10-2014,7:24:00 AM," 786 E 149th St South Bronx, BX"
08-10-2014,7:28:00 AM," 875 Garrison Ave Hunts Point, BX"
08-10-2014,7:32:00 AM," 810 E 152nd St South Bronx, BX"
08-10-2014,7:34:00 AM," 595 Trinity Ave South Bronx, BX"
08-10-2014,7:34:00 AM," 440 E 137th St Mott Haven, BX"
08-10-2014,7:36:00 AM," 165 Saint Anns Ave Mott Haven, BX"
08-10-2014,7:37:00 AM,"MINI VAN 592 E 141st St Mott Haven, BX"
08-10-2014,7:37:00 AM," 340 Morris Ave Cortlandt, BX"
08-10-2014,7:38:00 AM," 304 E 156th St Cortlandt, BX"
08-10-2014,7:39:00 AM," 455 Jackson Ave South Bronx, BX"
08-10-2014,7:40:00 AM," 530 E 137th St Mott Haven, BX"
08-10-2014,7:43:00 AM," 385 E 144th St Mott Haven, BX"
08-10-2014,7:47:00 AM," 308 E 145th St Cortlandt, BX"
08-10-2014,7:47:00 AM," 299 E 150th St Cortlandt, BX"
08-10-2014,7:48:00 AM," 303 E 135th St Mott Haven, BX"
08-10-2014,7:48:00 AM," 540 Concord Ave South Bronx, BX"
08-10-2014,7:49:00 AM," 530 E 137th St Mott Haven, BX"
08-10-2014,7:50:00 AM," 674 E 158th St Morrisania, BX"
08-10-2014,7:51:00 AM," 520 E 156th St South Bronx, BX"
08-10-2014,7:54:00 AM," 350 Saint Anns Ave Mott Haven, BX"
08-10-2014,7:56:00 AM," 520 Concord Ave South Bronx, BX"
08-10-2014,8:00:00 AM," 190 Willow Ave Mott Haven, BX"
08-10-2014,8:01:00 AM," 780 Saint Anns Ave South Bronx, BX"
08-10-2014,8:02:00 AM," 620 Trinity Ave South Bronx, BX"
08-10-2014,8:04:00 AM," 383 E 141st St Mott Haven, BX"
08-10-2014,8:04:00 AM," 350 E 143rd St Mott Haven, BX"
08-10-2014,8:15:00 AM," 2505 Hoffman St Fordham, BX"
08-10-2014,8:17:00 AM," 890 Courtlandt Ave Cortlandt, BX"
08-10-2014,8:18:00 AM," 504 Brook Ave South Bronx, BX"
08-10-2014,8:18:00 AM," 1359 Lyman Pl Foxhurst, BX"
08-10-2014,8:21:00 AM," 2754 3rd Ave South Bronx, BX"
08-10-2014,8:22:00 AM," 377 E 153rd St South Bronx, BX"
08-10-2014,8:23:00 AM," 442 Jackson Ave South Bronx, BX"
08-10-2014,8:25:00 AM," 383 E 141st St Mott Haven, BX"
08-10-2014,8:25:00 AM," 291 E 143rd St Cortlandt, BX"
08-10-2014,8:29:00 AM," 710 Tinton Ave South Bronx, BX"
08-10-2014,8:32:00 AM," 443 Saint Anns Ave South Bronx, BX"
08-10-2014,8:33:00 AM," 383 E 141st St Mott Haven, BX"
08-10-2014,8:35:00 AM," 759 Eagle Ave Morrisania, BX"
08-10-2014,8:38:00 AM," 767 Forest Ave Morrisania, BX"
08-10-2014,8:40:00 AM," 281 E 143rd St Cortlandt, BX"
08-10-2014,8:45:00 AM," 383 E 141st St Mott Haven, BX"
08-10-2014,8:45:00 AM," 767 Forest Ave Morrisania, BX"
08-10-2014,8:48:00 AM," 700 E 156th St South Bronx, BX"
08-10-2014,8:54:00 AM," 338 E 145th St Cortlandt, BX"
08-10-2014,8:55:00 AM," 345 Cypress Ave Mott Haven, BX"
08-10-2014,8:56:00 AM," 5620 Netherland Ave Riverdale, BX"
08-10-2014,8:58:00 AM," 361 E 138th St Mott Haven, BX"
08-10-2014,8:58:00 AM," 461 E 136th St Mott Haven, BX"
08-10-2014,9:00:00 AM," 3146 Park Ave Cortlandt, BX"
08-10-2014,9:00:00 AM," 385 E 152nd St South Bronx, BX"
08-10-2014,9:00:00 AM," 920 Ave Saint John South Bronx, BX"
08-10-2014,9:04:00 AM," 1055 Sherman Ave Morrisania, BX"
08-10-2014,9:05:00 AM," 621 Melrose Ave South Bronx, BX"
08-10-2014,9:07:00 AM," 350 Saint Anns Ave Mott Haven, BX"
08-10-2014,9:07:00 AM," 875 E 147th St South Bronx, BX"
08-10-2014,9:08:00 AM," 320 Morris Ave Cortlandt, BX"
08-10-2014,9:11:00 AM," 480 Concord Ave South Bronx, BX"
08-10-2014,9:12:00 AM," 525 Jackson Ave South Bronx, BX"
08-10-2014,9:12:00 AM," 324 E 143rd St Cortlandt, BX"
08-10-2014,9:13:00 AM," 545 E 145th St Mott Haven, BX"
08-10-2014,9:14:00 AM," 750 E 179th St Tremont, BX"
08-10-2014,9:16:00 AM," 656 E 166th St Morrisania, BX"
08-10-2014,9:21:00 AM," 306 E 139th St Mott Haven, BX"
08-10-2014,9:24:00 AM," 545 E 145th St Mott Haven, BX6"
08-10-2014,9:25:00 AM," 504 Brook Ave South Bronx, BX"
08-10-2014,9:25:00 AM," 27 Bruckner Blvd Mott Haven, BX"
08-10-2014,9:25:00 AM," 579 Jackson Ave South Bronx, BX"
08-10-2014,9:26:00 AM," 615 Melrose Ave South Bronx, BX"
08-10-2014,9:27:00 AM," 340 Beekman Ave Mott Haven, BX"
08-10-2014,9:27:00 AM," 300 E 138th St Mott Haven, BX"
08-10-2014,9:28:00 AM," 750 E 179th St Tremont, BX"
08-10-2014,9:30:00 AM," 674 Saint Marys St Mott Haven, BX"
08-10-2014,9:32:00 AM," 1011 Longfellow Ave Foxhurst, BX"
08-10-2014,9:33:00 AM," 436 E 149th St South Bronx, BX"
08-10-2014,9:35:00 AM," 512 E 145th St Mott Haven, BX"
08-10-2014,9:36:00 AM," 671 Westchester Ave South Bronx, BX"
08-10-2014,9:39:00 AM," 330 E 148th St Cortlandt, BX"
08-10-2014,9:39:00 AM,"MINI VAN 417 E 146th St South Bronx, BX"
08-10-2014,9:40:00 AM," 281 E 143rd St Cortlandt, BX"
08-10-2014,9:43:00 AM," 370 Brook Ave Mott Haven, BX"
08-10-2014,9:43:00 AM," 803 E 182nd St Westfarms, BX"
08-10-2014,9:44:00 AM," 706 Cauldwell Ave South Bronx, BX"
08-10-2014,9:44:00 AM," 331 E 132nd St Mott Haven, BX"
08-10-2014,9:46:00 AM," 511 E 146th St South Bronx, BX"
08-10-2014,9:46:00 AM," 350 E 137th St Mott Haven, BX"
08-10-2014,9:46:00 AM," 301 E 156th St Cortlandt, BX"
08-10-2014,9:46:00 AM," 436 E 149th St South Bronx, BX"
08-10-2014,9:48:00 AM," 400 Brook Ave Mott Haven, BX"
08-10-2014,9:48:00 AM," 324 Powers Ave Mott Haven, BX"
08-10-2014,9:49:00 AM," 799 E 150th St South Bronx, BX"
08-10-2014,9:51:00 AM,"POR SAINT ANNS 551 E 143rd St Mott Haven, BX"
08-10-2014,9:53:00 AM," 700 Westchester Ave South Bronx, BX"
08-10-2014,9:53:00 AM," 601 E 156th St South Bronx, BX"
08-10-2014,9:53:00 AM," 770 E 166th St Morrisania, BX"
08-10-2014,9:53:00 AM," 665 Westchester Ave South Bronx, BX"
08-10-2014,9:57:00 AM," 500 Southern Blvd South Bronx, BX"
08-10-2014,9:57:00 AM," 80 Bruckner Blvd Mott Haven, BX"
08-10-2014,9:58:00 AM," 700 Westchester Ave South Bronx, BX"
08-10-2014,9:59:00 AM," 436 E 149th St South Bronx, BX"
08-10-2014,9:59:00 AM," 291 E 143rd St Cortlandt, BX"
08-10-2014,9:59:00 AM," 291 E 143rd St Cortlandt, BX"
08-10-2014,10:00:00 AM," 785 Courtlandt Ave Cortlandt, BX"
08-10-2014,10:01:00 AM," 721 Tinton Ave South Bronx, BX"
08-10-2014,10:03:00 AM," 727 E 136th St Mott Haven, BX"
08-10-2014,10:03:00 AM," 443 E 145th St Mott Haven, BX"
08-10-2014,10:04:00 AM," 511 E 146th St South Bronx, BX"
08-10-2014,10:04:00 AM," 711 Southern Blvd Foxhurst, BX"
08-10-2014,10:08:00 AM," 886 Beck St Foxhurst, BX"
08-10-2014,10:08:00 AM,Base 522 E 149th St Bronx
08-10-2014,10:10:00 AM," 687 E 132nd St Mott Haven, BX"
08-10-2014,10:14:00 AM," 601 E 156th St South Bronx, BX"
08-10-2014,10:15:00 AM," 340 Morris Ave Cortlandt, BX"
08-10-2014,10:15:00 AM," 525 Jackson Ave South Bronx, BX"
08-10-2014,10:17:00 AM," 488 Southern Blvd South Bronx, BX"
